id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,Immigration Attorneys,,Kelsi Mari Karim,,"5635 North Scottsdale Road,  Suite 170",Scottsdale,AZ,85250,(480) 626-0641,(480) 626-0641,contact@karimlaw.com,https://www.karimlaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.8,47,,18,English,,Ohio Northern University,,Immigration,,Paid Consultation,,"Kelsi Mari Karim is a dedicated immigration lawyer with 18 years of experience. Based in Scottsdale, she provides focused immigration legal services to clients throughout Arizona.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Alcaraz Law Firm,,Lilia Alcaraz,,"2390 E. Camelback Road,  Suite 130",Phoenix,AZ,85016,(602) 648-2202,(602) 648-2202,contact@alcarazlaw.com,https://www.alcarazlaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,5,51,,23,English; Spanish; French,,"Sorbonne, Paris, France, University of Denver Law School and Sandra Day O'Connor College of Law, Arizona State University",,Immigration; Estate Planning; Tax,,Paid Consultation,,"Lilia Alcaraz is a highly-rated immigration lawyer with 23 years of experience serving clients in Phoenix, Arizona. She specializes in complex immigration cases, estate planning, and tax matters for international clients.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Maldonado Law Group,,Ray Maldonado,,"2700 North Central Avenue,  Suite 1130",Phoenix,AZ,85004,(602) 910-4040,(602) 910-4040,contact@maldonadolaw.com,https://www.maldonadolaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.9,72,,15,English; Spanish,,Stanford Law School,,Immigration; Criminal,,Free Consultation,,"Ray Maldonado is a dedicated immigration lawyer with a background in criminal defense. A Stanford Law graduate, he provides effective representation for clients dealing with complex immigration matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Garciaacosta Legal,,Marcos Garciaacosta,,659 E. Main Street Suite 108,Mesa,AZ,85023,(480) 324-6378,(480) 324-6378,contact@garciaacostalegal.com,https://www.garciaacostalegal.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,5,38,,9,English; Spanish,,Arizona Summit Law School,,Immigration; Business; IP; Trademarks,,Free Consultation,,Marcos Garciaacosta specializes in immigration law with a focus on business clients. His expertise extends to intellectual property and trademark law for international entrepreneurs.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Lavy Law Office,,Kara Rachel Lavy,,Not Provided,Scottsdale,AZ,85023,(480) 393-0887,(480) 393-0887,contact@lavylaw.com,https://www.lavylaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.8,64,,17,English,,California Western School of Law and University of California - Santa Barbara,,Immigration,,Paid Consultation,,"Kara Rachel Lavy is licensed in both California and New York, serving Arizona clients with immigration matters. Her extensive knowledge makes her a sought-after immigration attorney in Scottsdale.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Hurtado Law Firm,,Vianey Kristina Hurtado,,"1401 W Washington St,  Suite 100",Phoenix,AZ,85007,(602) 257-0000,(602) 257-0000,contact@hurtadolaw.com,https://www.hurtadolaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.7,29,,5,English; Spanish,,Phoenix School of Law,,Immigration; Criminal; DUI,,Paid Consultation,,Vianey Kristina Hurtado practices immigration law with additional expertise in criminal defense and DUI cases. She offers video consultations and serves clients throughout the Phoenix area.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,DiSanto Law Group,,Andrew DiSanto,,"7702 East Doubletree Ranch Road,  Suite # 300",Scottsdale,AZ,85258,(480) 551-7020,(480) 551-7020,contact@disantolaw.com,https://www.disantolaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.8,55,,23,English,,Villanova University School of Law,,Immigration,,Paid Consultation,,"Andrew DiSanto has over two decades of experience in immigration law. Based in Scottsdale, he provides specialized immigration services to clients throughout Arizona.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Habich Law,,Roya Habich,,"2200 N. Central Avenue,  Suite 104",Phoenix,AZ,85004,(602) 795-8383,(602) 795-8383,contact@habichlaw.com,https://www.habichlaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.9,48,,15,English; Farsi,,University of Wisconsin Law School,,Immigration,,Paid Consultation,,"Roya Habich focuses exclusively on immigration law, bringing 15 years of experience to her Phoenix practice. She is fluent in Farsi and specializes in complex immigration cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Jean-Gilles Law,,Fabiola Jean-Gilles,,60 East Rio Salado Pkwy. Suite 900,Tempe,AZ,85281,(480) 277-2525,(480) 277-2525,contact@jeangillleslaw.com,https://www.jeangillleslaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.7,43,,32,English; French; Creole,,Seton Hall University School of Law,,Immigration; Bankruptcy; Divorce; Family,,Paid Consultation,,"Fabiola Jean-Gilles has 32 years of experience handling immigration, bankruptcy, divorce, and family cases in Tempe, Arizona.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Laboy Law Firm,,Mr. Julio Laboy,,40 N. Central Ave. Suite 1400,Phoenix,AZ,85004,(602) 258-8900,(602) 258-8900,contact@laboylaw.com,https://www.laboylaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.5,37,,21,English; Spanish,,Arizona State University,,Immigration; Animal; Criminal; DUI,,Free Consultation,,"Julio Laboy provides free consultations for immigration, animal, criminal and DUI cases with 21 years of legal experience in Phoenix.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Amiri Law Firm,,Darius Mark Amiri,,7144 E Stetson Dr Suite 300,Scottsdale,AZ,85251,(480) 568-5430,(480) 568-5430,contact@amirilaw.com,https://www.amirilaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.9,52,,14,English,,"Sandra Day O'Connor College of Law, Arizona State University",,Immigration,,Free Consultation,,Darius Mark Amiri focuses exclusively on immigration law with 14 years of experience. He offers free consultations and video conferencing for clients throughout Scottsdale.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Stender Law Group,,Christopher J. Stender,,141 E. Palm Lane Suite 112,Phoenix,AZ,85004,(602) 254-5353,(602) 254-5353,contact@stenderlaw.com,https://www.stenderlaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.8,61,,34,English,,Syracuse University College of Law,,Immigration; Appeals,,Paid Consultation,,Christopher J. Stender brings 34 years of experience to his practice in immigration and appeals cases. His Phoenix-based firm serves clients throughout Arizona.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Chrisney Law Office,,Danny Chrisney,,4600 E. Washington St.,Phoenix,AZ,85034,(480) 992-1500,(480) 992-1500,contact@chrisneylaw.com,https://www.chrisneylaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.5,21,,6,English,,Arizona State University,,Immigration,,Free Consultation,,Danny Chrisney is a young but dedicated immigration lawyer with 6 years of experience. He offers free consultations and video conferencing services in Phoenix.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Davis Law Firm,,Lisa R Davis,,6424 E. Greenway Parkway Suite 100,Scottsdale,AZ,85254,(480) 300-6837,(480) 300-6837,contact@davislawaz.com,https://www.davislawaz.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.7,49,,30,English,,Murdoch University School of Law and Atlanta's John Marshall Law School,,Immigration,,Free Consultation,,Lisa R Davis has 30 years of immigration law experience and offers free consultations to clients in the Scottsdale area.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Wannamaker Law,,Constance Wannamaker,,2409 E. Speedway BLVD.,Tucson,AZ,85719,(915) 209-5910,(915) 209-5910,contact@wannamakerlaw.com,https://www.wannamakerlaw.com,https://images.unsplash.com/photo-1559894204-e8a66aadedee?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=200&q=80,4.9,45,,25,English,,University of Maryland Francis King Carey School of Law,,Immigration; Appeals; International,,Paid Consultation,,"Constance Wannamaker has 25 years of experience in immigration, appeals, and international law. Her Tucson practice serves clients throughout Arizona.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Elsaidi Law Firm,,Murad Elsaidi,,900 S Shackleford Road Suite 300,Little Rock,AR,72211,(501) 380-7007,(501) 380-7007,contact@elsaidilaw.com,https://elsaidilaw.com,https://placehold.co/400x400/legal/white?text=ME,4.8,42,,8,English; Arabic,,William H. Bowen School of Law,,Immigration; Estate Planning,,Consultation Required,,Murad Elsaidi is dedicated to helping clients navigate the complex immigration system and plan for their futures through comprehensive estate planning services.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Young Law Firm,,Dan Clark Young,,120 E 4th St,Little Rock,AR,72201,(501) 555-1234,(501) 555-1234,dan@younglawfirm.com,,https://placehold.co/400x400/legal/white?text=DCY,4.6,28,,7,English,,University of Arkansas School of Law,,Immigration; Business; Employment; Estate Planning,,Consultation Required,,"Dan Clark Young provides comprehensive legal services in immigration law, business matters, employment issues, and estate planning for individuals and businesses.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Travis Law Office,,Thomas Lewis Travis,,11912 Kanis Rd,Little Rock,AR,72211,(501) 555-4321,(501) 555-4321,thomas@travislawoffice.com,,https://placehold.co/400x400/legal/white?text=TLT,4.5,32,,12,English; Spanish,,University of Arkansas School of Law,,Immigration; Criminal; DWI,,Consultation Required,,"Thomas Lewis Travis represents clients in immigration matters, criminal defense, and DWI cases throughout Arkansas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Matuszewski Law,,Lech Adam Matuszewski,,105 Oneida Way,Maumelle,AR,72113,(501) 555-7890,(501) 555-7890,lech@matuszewskilaw.com,,https://placehold.co/400x400/legal/white?text=LAM,4.2,15,,5,English; Polish,,University of Arkansas School of Law,,Immigration,,Consultation Required,,"Lech Adam Matuszewski focuses exclusively on immigration law, helping clients navigate the complexities of the U.S. immigration system.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,King Law,,W. Whitfield Hyman,,300 N 6th Street,Fort Smith,AR,72901,(479) 782-1125,(479) 782-1125,whyman@kinglawfirm.com,https://www.kinglawfirm.com,https://placehold.co/400x400/legal/white?text=WWH,5,51,,9,English,,University of Arkansas - Fayetteville,,Immigration; Civil Rights; Criminal; DWI,,Consultation Required,,"W. Whitfield Hyman is passionate about protecting the rights of his clients in immigration cases, civil rights matters, and criminal defense.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Weintraut Immigration Law,,Ellen Weintraut,,"31 E. Center Street,  Suite 208",Fayetteville,AR,72701,(479) 551-8527,(479) 551-8527,ellen@weintrautimmigration.com,https://weintrautimmigration.com,https://placehold.co/400x400/legal/white?text=EW,4.7,63,,19,English; Spanish; French,,Tulane University School of Law,,Immigration; Family-Based Immigration; Employment-Based Immigration; Asylum,,Consultation Required,,"With 19 years of experience, Ellen Weintraut provides expert immigration representation to families and individuals throughout Arkansas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,King Law,,Gary King,,300 N 6th St,Fort Smith,AR,72901,(479) 782-1125,(479) 782-1125,gary@kinglawfirm.com,https://www.kinglawfirm.com,https://placehold.co/400x400/legal/white?text=GK,4.9,87,,38,English,,William H. Bowen School of Law,,Immigration; Criminal; DWI; Traffic Tickets,,Free Consultation,,"With 38 years of legal experience, Gary King provides expert representation in immigration matters, criminal defense, DWI cases, and traffic violations.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,King Law,,James Cameron King,,300 North 6th Street,Fort Smith,AR,72901,(479) 782-1125,(479) 782-1125,jking@kinglawfirm.com,https://www.kinglawfirm.com,https://placehold.co/400x400/legal/white?text=JCK,4.7,39,,14,English,,University of Arkansas - Fayetteville,,Immigration; Criminal; DWI; Traffic Tickets,,Consultation Required,,"James Cameron King provides experienced representation in immigration law, criminal defense, and traffic violations with 14 years of legal practice.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Cash Law Firm,,Aaron S. Cash,,1821 S 8th St,Rogers,AR,72756,(479) 770-5292,(479) 770-5292,aaron@cashlawfirm.com,https://www.cashlawfirm.com,https://placehold.co/400x400/legal/white?text=ASC,4.6,27,,8,English,,University of Arkansas - Fayetteville,,Immigration; Criminal; DWI; Personal Injury,,Consultation Required,,"Aaron S. Cash represents clients in immigration matters, criminal defense, DWI cases, and personal injury claims in Northwest Arkansas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Herrera Law Office,,Mauricio Adonay Herrera,,1821 S 8th St,Rogers,AR,72756,(479) 770-5292,(479) 770-5292,mauricio@herreralaw.com,https://www.herreralaw.com,https://placehold.co/400x400/legal/white?text=MAH,4.9,54,,22,English; Spanish,,University of Arkansas,,Immigration; Criminal; DWI; Family,,Free Consultation,,"With 22 years of experience, Mauricio Adonay Herrera provides compassionate and expert legal representation in immigration, criminal, DWI, and family law cases.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Terrell Law,,Robert Marcus Terrell,,"702 S Thompson St,  Suite D",Springdale,AR,72764,(479) 927-6357,(479) 927-6357,robert@terrelllaw.com,,https://placehold.co/400x400/legal/white?text=RMT,4.3,19,,11,English,,University of Arkansas,,Immigration; Criminal,,Consultation Required,,"Robert Marcus Terrell focuses on immigration and criminal defense law, providing personalized legal services to clients throughout Northwest Arkansas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ferguson Immigration Law,,Arminda Ferguson,,PO BOX 2590,Rogers,AR,72757,(479) 899-6299,(479) 899-6299,arminda@fergusonlaw.com,,https://placehold.co/400x400/legal/white?text=AF,4.8,41,,25,English; Spanish,,Texas Wesleyan University School of Law,,Immigration,,Consultation Required,,"Arminda Ferguson brings 25 years of dedicated experience to immigration law, helping clients navigate complex immigration processes and achieve their goals.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Velasquez Law,,Mark Velasquez,,130 N College Ave,Fayetteville,AR,72701,(479) 555-7890,(479) 555-7890,mark@velasquezlaw.com,,https://placehold.co/400x400/legal/white?text=MV,4.5,23,,10,English; Spanish,,University of Arkansas,,Immigration; Business; International,,Consultation Required,,"Mark Velasquez specializes in immigration, business, and international law, providing strategic legal guidance to clients throughout Arkansas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Pawlik Law Firm,,Kristin Leigh Pawlik,,224 S 2nd St,Rogers,AR,72756,(479) 555-4321,(479) 555-4321,kristin@pawliklaw.com,,https://placehold.co/400x400/legal/white?text=KLP,4.4,31,,15,English,,University of Arkansas School of Law,,Immigration; Criminal; Employment; Family,,Consultation Required,,"Kristin Leigh Pawlik represents clients in immigration, criminal defense, employment, and family law matters with dedication and personal attention.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Law Offices of Jacob J. Sapochnick,,Jacob J. Sapochnick,,Not Provided,San Diego,CA,92111,(619) 819-9204,(619) 819-9204,contact@h1b.biz,https://www.h1b.biz,https://images.justia.com/profile/images/33244/main/jacob-sapochnick.jpg,5,24,,20,English; Spanish,,University of California College of the Law,,Work Visas; Family Visas; Citizenship; Permanent Residency,,Free Consultation,,"I am a skilled California Immigration attorney, committed to providing personalized service in matters such as work visas, temporary and permanent visas, family visas, citizenship, and more.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Law Offices of Jacob J. Sapochnick,,Unica Llanes,,Not Provided,San Diego,CA,92111,(619) 819-9204,(619) 819-9204,info@sapochnicklaw.com,https://www.h1b.biz,https://images.justia.com/profile/images/33244/main/unica-llanes.jpg,4.8,15,,8,English; Spanish,,"University of California College of the Law, San Francisco",,Family Immigration; Business Immigration; Asylum,,Paid Consultation,,Dedicated immigration attorney focusing on family and business immigration matters in the San Diego area.,,FALSE,FALSE
